YEAR,CITY,SPORT,ATHLETE,COUNTRY,GENDER,EVENT,MEDAL
2010,Vancouver,Biathlon,"ZAITSEVA, Olga",RUS,Women,12.5KM Mass Start,Silver
2006,Turin,Skating,"NESBITT, Christine",CAN,Women,Team Pursuit,Silver
2010,Vancouver,Skiing,"ZELLER, Katrin",GER,Women,4X5KM Relay,Silver
2006,Turin,Skating,"OVERLAND, Amanda",CAN,Women,3000M Relay,Silver
2006,Turin,Skating,"REMPEL, Shannon",CAN,Women,Team Pursuit,Silver
2006,Turin,Skiing,"RENNER, Sara",CAN,Women,Team Sprint,Silver
2014,Sochi,Skating,"BACHLEDA-CURUS, Katarzyna",POL,Women,Team Pursuit,Silver
2006,Turin,Skating,"ROBERGE, Kalyna",CAN,Women,3000M Relay,Silver
2014,Sochi,Biathlon,"BERGER, Tora",NOR,Women,10KM Pursuit,Silver
2014,Sochi,Curling,"BERTRUP, Christina",SWE,Women,Curling,Silver
2006,Turin,Bobsleigh,"ROHBOCK, Shauna",USA,Women,Two-Man,Silver
2006,Turin,Skiing,"SCOTT, Beckie",CAN,Women,Team Sprint,Silver
2014,Sochi,Skiing,"BRIGHT, Torah",AUS,Women,Half-Pipe,Silver
2006,Turin,Skating,"VICENT, Tania",CAN,Women,3000M Relay,Silver
2010,Vancouver,Curling,"BARTEL, Cori",CAN,Women,Curling,Silver
2010,Vancouver,Ice Hockey,"BELLAMY, Kacey",USA,Women,Ice Hockey,Silver
2010,Vancouver,Curling,"BERNARD, Cheryl",CAN,Women,Curling,Silver
2010,Vancouver,Bobsleigh,"BROWN, Shelley-Ann",CAN,Women,Two-Man,Silver
2014,Sochi,Skating,"CZERWONKA, Natalia",POL,Women,Team Pursuit,Silver
2010,Vancouver,Ice Hockey,"CAHOW, Caitlin",USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,"CHESSON, Lisa",USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,"CHU, Julie",USA,Women,Ice Hockey,Silver
2010,Vancouver,Curling,"DARBYSHIRE, Carolyn",CAN,Women,Curling,Silver
2010,Vancouver,Ice Hockey,"DARWITZ, Natalie",USA,Women,Ice Hockey,Silver
2010,Vancouver,Skating,"DAVIS, Meryl",USA,Women,Ice Dancing,Silver
2010,Vancouver,Ice Hockey,"DUGGAN, Meghan",USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,"ENGSTROM, Molly",USA,Women,Ice Hockey,Silver
2010,Vancouver,Skating,"GREGG, Jessica",CAN,Women,3000M Relay,Silver
2010,Vancouver,Skating,"GROVES, Kristina",CAN,Women,1500M,Silver
2014,Sochi,Skating,"FAN, Kexin",CHN,Women,1000M,Silver
2010,Vancouver,Skiing,"HEIL, Jennifer",CAN,Women,Moguls,Silver
2014,Sochi,Skating,"FATKULINA, Olga",RUS,Women,500M,Silver
2014,Sochi,Skiing,"FENNINGER, Anna",AUT,Women,Giant Slalom,Silver
2014,Sochi,Skating,"FONTANA, Arianna",ITA,Women,500M,Silver
2010,Vancouver,Ice Hockey,"KNIGHT, Hilary",USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,"LAMOUREUX, Jocelyne",USA,Women,Ice Hockey,Silver
2014,Sochi,Biathlon,"GASPARIN, Selina",SUI,Women,15KM,Silver
2010,Vancouver,Ice Hockey,"LAMOUREUX, Monique",USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,"LAWLER, Erika",USA,Women,Ice Hockey,Silver
2010,Vancouver,Skiing,"MANCUSO, Julia",USA,Women,Downhill,Silver
2010,Vancouver,Skiing,"MANCUSO, Julia",USA,Women,Super Combined,Silver
2010,Vancouver,Ice Hockey,"MARVIN, Gigi",USA,Women,Ice Hockey,Silver
2014,Sochi,Skiing,"HOEFL-RIESCH, Maria",GER,Women,Super-G,Silver
2014,Sochi,Skiing,"HOSP, Nicole",AUT,Women,Super Combined,Silver
2010,Vancouver,Ice Hockey,"McLAUGHLIN, Brianne",USA,Women,Ice Hockey,Silver
2014,Sochi,Luge,"HUEFNER, Tatjana",GER,Women,Singles,Silver
2010,Vancouver,Curling,"MOORE, Kristie",CAN,Women,Curling,Silver
2014,Sochi,Skiing,"IRASCHKO-STOLZ, Daniela",AUT,Women,K90 Individual,Silver
2010,Vancouver,Curling,"O CONNOR, Susan",CAN,Women,Curling,Silver
2014,Sochi,Luge,"IVANOVA, Tatiana",RUS,Women,Mixed Relay,Silver
2010,Vancouver,Ice Hockey,"POTTER, Jenny",USA,Women,Ice Hockey,Silver
2014,Sochi,Skiing,"JOHAUG, Therese",NOR,Women,30KM,Silver
2010,Vancouver,Skating,"REUTTER, Katherine",USA,Women,1000M,Silver
2010,Vancouver,Skating,"ROBERGE, Kalyna",CAN,Women,3000M Relay,Silver
2014,Sochi,Skiing,"KALLA, Charlotte",SWE,Women,10KM,Silver
2014,Sochi,Skiing,"KALLA, Charlotte",SWE,Women,Combined7.5+7.5,Silver
2014,Sochi,Skiing,"KARSTENS, Anke",GER,Women,Parallel Slalom,Silver
2010,Vancouver,Ice Hockey,"RUGGIERO, Angela",USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,"SCHAUS, Molly",USA,Women,Ice Hockey,Silver
2014,Sochi,Skating,"KIM, Yuna",KOR,Women,Individual,Silver
2010,Vancouver,Skating,"ST-GELAIS, Marianne",CAN,Women,3000M Relay,Silver
2014,Sochi,Curling,"KNOCHENHAUER, Agnes",SWE,Women,Curling,Silver
2014,Sochi,Skiing,"KYLLOENEN, Anne",FIN,Women,4X5KM Relay,Silver
2010,Vancouver,Skating,"ST-GELAIS, Marianne",CAN,Women,500M,Silver
2010,Vancouver,Ice Hockey,"STACK, Kelli",USA,Women,Ice Hockey,Silver
2014,Sochi,Skiing,"LAHTEENMAKI, Krista",FIN,Women,4X5KM Relay,Silver
2010,Vancouver,Skiing,"TETER, Hannah",USA,Women,Half-Pipe,Silver
2010,Vancouver,Ice Hockey,"THATCHER, Karen",USA,Women,Ice Hockey,Silver
2010,Vancouver,Bobsleigh,"UPPERTON, Helen",CAN,Women,Two-Man,Silver
2010,Vancouver,Ice Hockey,"VETTER, Jessie",USA,Women,Ice Hockey,Silver
2010,Vancouver,Skating,"VICENT, Tania",CAN,Women,3000M Relay,Silver
2010,Vancouver,Ice Hockey,"WEILAND, Kerry",USA,Women,Ice Hockey,Silver
2010,Vancouver,Ice Hockey,"ZAUGG-SIERGIEJ, Jinelle",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"BELLAMY, Kacey",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"BOZEK, Megan",USA,Women,Ice Hockey,Silver
2014,Sochi,Skiing,"MARTINOD, Marie",FRA,Women,Ski Halfpipe,Silver
2014,Sochi,Ice Hockey,"CARPENTER, Alex",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"CHU, Julie",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"COYNE, Kendall",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"DECKER, Brianna",USA,Women,Ice Hockey,Silver
2014,Sochi,Skating,"DROLET, Marie-Eve",CAN,Women,3000M Relay,Silver
2014,Sochi,Skiing,"DUFOUR-LAPOINTE, Chloe",CAN,Women,Moguls,Silver
2014,Sochi,Ice Hockey,"DUGGAN, Meghan",USA,Women,Ice Hockey,Silver
2014,Sochi,Skiing,"NISKANEN, Kerttu",FIN,Women,4X5KM Relay,Silver
2014,Sochi,Skiing,"NISKANEN, Kerttu",FIN,Women,Team Sprint,Silver
2014,Sochi,Skiing,"OESTBERG, Ingvild Flugstad",NOR,Women,Sprint 1.5KM,Silver
2014,Sochi,Skating,"DUHAMEL, Meagan",CAN,Women,Team,Silver
2014,Sochi,Ice Hockey,"FRY, Lyndsey",USA,Women,Ice Hockey,Silver
2014,Sochi,Skating,"HEWITT, Jessica",CAN,Women,3000M Relay,Silver
2014,Sochi,Ice Hockey,"KESSEL, Amanda",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"KNIGHT, Hilary",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"LAMOUREUX, Jocelyne",USA,Women,Ice Hockey,Silver
2014,Sochi,Curling,"PRYTZ, Maria",SWE,Women,Curling,Silver
2014,Sochi,Ice Hockey,"LAMOUREUX, Monique",USA,Women,Ice Hockey,Silver
2014,Sochi,Biathlon,"ROMANOVA, Yana",RUS,Women,4X6KM Relay,Silver
2014,Sochi,Skiing,"LOGAN, Devin",USA,Women,Ski Slopestyle,Silver
2014,Sochi,Skiing,"RUKAJARVI, Enni",FIN,Women,Slopestyle,Silver
2014,Sochi,Skiing,"SAARINEN, Aino-Kaisa",FIN,Women,4X5KM Relay,Silver
2014,Sochi,Skiing,"SAARINEN, Aino-Kaisa",FIN,Women,Team Sprint,Silver
2014,Sochi,Skating,"SABLIKOVA, Martina",CZE,Women,3000M,Silver
2014,Sochi,Skiing,"MALTAIS, Dominique",CAN,Women,Snowboard Cross,Silver
2014,Sochi,Skiing,"SCHILD, Marlies",AUT,Women,Slalom,Silver
2014,Sochi,Skating,"MALTAIS, Valerie",CAN,Women,3000M Relay,Silver
2014,Sochi,Ice Hockey,"MARVIN, Gigi",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"MCLAUGHLIN, Brianne",USA,Women,Ice Hockey,Silver
2014,Sochi,Skating,"SHIM, Suk Hee",KOR,Women,1500M,Silver
2014,Sochi,Biathlon,"SHUMILOVA, Ekaterina",RUS,Women,4X6KM Relay,Silver
2014,Sochi,Curling,"SIGFRIDSSON, Margaretha",SWE,Women,Curling,Silver
2014,Sochi,Biathlon,"SOUKALOVA, Gabriela",CZE,Women,12.5KM Mass Start,Silver
2014,Sochi,Biathlon,"SOUKALOVA, Gabriela",CZE,Women,Relay Mix,Silver
2014,Sochi,Bobsleigh,"MEYERS, Elana",USA,Women,Two-Woman,Silver
2014,Sochi,Skating,"MOORE-TOWERS, Kirsten",CAN,Women,Team,Silver
2014,Sochi,Skating,"OSMOND, Kaetlyn",CAN,Women,Team,Silver
2014,Sochi,Ice Hockey,"PICARD, Michelle",USA,Women,Ice Hockey,Silver
2014,Sochi,Skating,"STOLBOVA, Ksenia",RUS,Women,Pairs,Silver
2014,Sochi,Bobsleigh,"PIKUS-PACE, Noelle",USA,Women,Individual,Silver
2014,Sochi,Skiing,"TAKEUCHI, Tomoka",JPN,Women,Giant Parall.S.,Silver
2014,Sochi,Ice Hockey,"PUCCI, Josephine",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"SCHAUS, Molly",USA,Women,Ice Hockey,Silver
2014,Sochi,Biathlon,"VILUKHINA, Olga",RUS,Women,4X6KM Relay,Silver
2014,Sochi,Biathlon,"VILUKHINA, Olga",RUS,Women,7.5KM,Silver
2014,Sochi,Ice Hockey,"SCHLEPER, Anne",USA,Women,Ice Hockey,Silver
2014,Sochi,Skiing,"SERWA, Kelsey",CAN,Women,Ski Cross,Silver
2014,Sochi,Biathlon,"VITKOVA, Veronika",CZE,Women,Relay Mix,Silver
2014,Sochi,Skating,"ST-GELAIS, Marianne",CAN,Women,3000M Relay,Silver
2014,Sochi,Ice Hockey,"STACK, Kelli",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"STECKLEIN, Lee",USA,Women,Ice Hockey,Silver
2014,Sochi,Ice Hockey,"VETTER, Jessie",USA,Women,Ice Hockey,Silver
2014,Sochi,Skating,"VIRTUE, Tessa",CAN,Women,Ice Dancing,Silver
2014,Sochi,Skating,"WeeST, Ireen",NED,Women,1000M,Silver
2014,Sochi,Skating,"WeeST, Ireen",NED,Women,1500M,Silver
2014,Sochi,Skating,"WeeST, Ireen",NED,Women,5000M,Silver
2014,Sochi,Curling,"WENNERSTROEM, Maria",SWE,Women,Curling,Silver
2014,Sochi,Skating,"VIRTUE, Tessa",CAN,Women,Team,Silver
2014,Sochi,Bobsleigh,"WILLIAMS, Lauryn",USA,Women,Two-Woman,Silver
2014,Sochi,Skating,"WOZNIAK, Katarzyna",POL,Women,Team Pursuit,Silver
2014,Sochi,Skiing,"XU, Mengtao",CHN,Women,Aerials,Silver
2014,Sochi,Biathlon,"ZAITSEVA, Olga",RUS,Women,4X6KM Relay,Silver
2014,Sochi,Skating,"ZLOTKOWSKA, Luiza",POL,Women,Team Pursuit,Silver
